osm_id,name,lat,lon,state,amenity,office,social_facility,social_facility_for,addr_street,addr_suburb,addr_postcode,phone,website,email,opening_hours,wheelchair
,Quindanning Community Hall,-33.0510044,116.5688423,WA,community_centre,,,,,,,,,,,
,Donnybrook Community Centre,-27.0039521,153.0689777,QLD,community_centre,,,,,,,,,,,
,Piara Waters Pavilion,-32.1245297,115.9235259,WA,community_centre,,,,,,,,,,,
,Cairns Mountain Bike Club Base,-16.8164763,145.6789988,QLD,community_centre,,,,,,,,,,,
,,-21.7412177,133.7320406,NT,social_facility,,nursing_home,senior,,,,,,,,
,,-14.5540613,133.1158397,NT,social_facility,,nursing_home,senior,,,,,,,,
,,-20.9844852,137.8486566,NT,social_facility,,nursing_home,senior,,,,,,,,
,Nguiu Respite Centre,-11.7545869,130.6398308,NT,social_facility,,nursing_home,senior,,,,,,,,
,Yinhawangka Aboriginal Corporation,-23.2029447,117.6751679,WA,,ngo,,,McRae Avenue,Paraburdoo,6754,,,,,
,Allambee Club,-34.8411596,148.9105918,VIC,social_facility,,outreach,,,,,,,,,
,,-33.9149093,151.2095723,NSW,community_centre,,,,,,,,,,,
,Argyle Housing,-34.8428503,148.9116559,VIC,,ngo,,,,,,,,,,
,Country Women's Association,-34.8406021,148.9115493,VIC,,ngo,,,,,,,,,,
,Anglicare,-34.8405333,148.9115352,VIC,,ngo,,,,,,,,,,
,Yowah Opal Mining Community Hall,-27.970538,144.6348482,QLD,community_centre,,,,,,,,,,,
,Paroo Shire Hall,-28.1608664,145.0471355,QLD,community_centre,,,,Leo Street,Eulo,4491,,,,,
,Culburra Soldiers Memorial Hall,-35.8140343,139.9668265,SA,community_centre,,,,,,,,,,,
,Anglicare,-30.5129178,151.665696,NSW,social_facility,,,,,,,,,,,
,Addi Road Food Pantry,-33.8849494,151.1777852,NSW,social_facility,,food_bank,,,,,,https://addiroad.org.au/the-food-pantry/,,Tu-Fr 12:00-16:00,
,Sydney City Lifestyle & Mission Centre,-33.8879717,151.1650328,NSW,social_facility,,food_bank,,Parramatta Road,Annandale,2038,+61 449 844 006,https://sydneyfoodpantry.org/,,Tu 12:00-15:30; Fr 08:30-13:30,
,Lorraine Bedella Seniors Centre,-37.832665,144.8465507,VIC,social_facility,,group_home,senior,,,,,,,,
,BlueCross Scotchmans Creek,-37.8861026,145.1342887,VIC,social_facility,,,,Waverley Road,Mount Waverley,3149,,,,,
,BlueCross Karinya Grove,-37.9554361,145.0287321,VIC,social_facility,,assisted_living,senior,Aberdeen Road,Sandringham,3191,,,,,
,Memorial Hall,-26.6584143,150.1865488,QLD,community_centre,,,,,,,,,,,
,Jandowae Memorial Hall,-26.780383,151.111881,QLD,community_centre,,,,,,,,,,,
,Mercy Place Montrose,-37.8129263,145.3512408,VIC,social_facility,,nursing_home,senior,,,,,,,,
,Jandowae Men's Shed,-26.7802733,151.1205232,QLD,community_centre,,,,,,,,,,,
,Jimbour War Memorial Hall,-26.9639038,151.2160928,QLD,community_centre,,,,Dalby Jandowae Road,,,,,,,
,Warialda Soldiers Memorial Hall,-29.5410276,150.5759714,NSW,community_centre,,,,,,,,,,,
,Maternal and Child Health Nurse,-38.1584554,145.9403114,VIC,social_facility,,,child,,,,,,,,
,Baw Baw Combined Churches Food Relief,-38.1645796,145.9443675,VIC,social_facility,,food_bank,,,,,,,,,
,Aussie Experts Education & Migration,-34.924078,138.6021299,SA,social_facility,,,,,,,,,,,
,Lower Templestowe Community Centre,-37.7730936,145.1113112,VIC,community_centre,,,,,,,,,,,
,Bundarra School of Arts Hall,-30.1711564,151.07557,NSW,community_centre,,,,,,,,,,,
,Olivia's Place (secondary),-38.1633504,145.9394549,VIC,,ngo,,,,,,,,,,
,Stonnington Services and Visitors Hub,-37.8486917,144.9926345,VIC,social_facility,,,,,,,,,,Mo-Fr 08:30-17:00; Sa 11:00-15:00,
,Deer Vale Hall,-30.3543644,152.5368959,NSW,community_centre,,,,,,,,,,,
,Burleigh Community Men's Shed,-28.061268,153.4297503,QLD,community_centre,,,,,,,+61 490 415 683,https://www.facebook.com/Burleigh-Community-Mens-Shed-306132529400192/,,Tu 08:00-16:00; We 08:00-12:00; Th 08:00-16:00; Sa 08:00-12:00,
,Kangaroo Valley Community Hall,-34.6849022,150.6002803,NSW,community_centre,,,,,,,,,,,
,Stella Anderson Nursing Home,-36.7317389,144.2688098,VIC,social_facility,,nursing_home,senior,Gibson Street,North Bendigo,3550,,https://bendigohealth.org.au/StellaAndersonNursingHome/,,,yes
,Joan Pinder Nursing Home,-36.732658,144.2684727,VIC,social_facility,,nursing_home,senior,Gibson Street,North Bendigo,3550,,https://www.bendigohealth.org.au/JoanPinderNursingHome/,,,yes
,Elliott Heads Community Hall,-24.9209106,152.4898778,QLD,community_centre,,,,Lihs Street,Elliott Heads,4670,+61 7 4159 6527,,,,
,Dundee Hall,-29.5707422,151.8582489,NSW,community_centre,,,,,,,,,,,
,Oceania Athletics Association,-28.081393,153.4095938,QLD,,ngo,,,,,,+61 7 5609 4441,https://athletics-oceania.com/,,,
,Ringwood Men's Shed,-37.7835923,145.241913,VIC,community_centre,,,,Tortice Drive,Ringwood North,3134,+61 3 9876 4947,,,,
,Country Women's Association Port Macquarie Branch,-31.4287444,152.9079173,NSW,community_centre,,,,,,,,,,,yes
,Padstow Senior Citizens Centre,-33.9494645,151.0301782,NSW,community_centre,,,,,,,,,,,
,Connolly Communtiy Centre,-31.7539346,115.7503719,WA,community_centre,,,,,,,,,,,
,Northern Beaches Scout Group,-16.8161771,145.6965568,QLD,community_centre,,,,,,,,,,,
,Gracevale Lodge Low-Needs Care Nursing Home,-38.1589249,145.9397425,VIC,social_facility,,nursing_home,senior,Normanby Street,Warragul,,,https://gracevalelodge.com.au/,,,
,Myall Creek Memorial Hall,-29.7725964,150.716221,NSW,community_centre,,,,,,,,,,,
,Memorial Hall,-31.4597755,151.1280517,NSW,community_centre,,,,,,,,,,,
,Hanging Rock Public Hall,-31.481871,151.19024,NSW,community_centre,,,,,,,,,,,
,All About CoS,-30.5133081,151.6483272,NSW,social_facility,,outreach,,,,,,,,,
,Saint Teresa Hall,-32.0822126,115.8117175,WA,community_centre,,,,Friar John Way,Coolbellup,6163,,,,,
,Murrurundi Men's Shed,-31.7628413,150.8369727,NSW,community_centre,,,,,,,,,,,
,Quantum Support Services,-38.1631371,145.933025,VIC,social_facility,,,,,,,,https://quantum.org.au/,,,
,Interact Australia,-38.1618041,145.9409371,VIC,social_facility,,,,,,,,,,,
,Bunnan Memorial Hall,-32.0364414,150.5868699,NSW,community_centre,,,,,,,,,,,
,Lithgow Corps,-33.4822345,150.1575258,NSW,,charity,,,Mort Street,,,,,,,
,Black Spark Cultural Centre,-37.7649658,144.9914844,VIC,community_centre,,,,,,,,https://www.facebook.com/black.spark.cultural/,,We-Su 11:00-18:00; Mo-Tu closed,
,Boyup Brook Community Resource Centre,-33.833178,116.3896671,WA,community_centre,,,,Abel Street,,,,https://www.boyupbrook.crc.net.au/,,,
,Lyndoch Institute,-34.6012031,138.8910662,SA,community_centre,,,,,,,+61 8 8563 8444,https://www.barossa.sa.gov.au/recreation-and-venues/venues-and-facilities/lyndoch-institute,,,
,Wesley Mission,-33.8717335,151.2083627,NSW,social_facility,,outreach,community,,,,+61 2 9263 5555,https://www.wesleymission.org.au/,,,
,Gumble Hall,-33.0735788,148.6465523,NSW,community_centre,,,,,,,,,,,
,Gooloogong War Memorial Hall,-33.6134277,148.4333093,NSW,community_centre,,,,,,,,,,,
,St John's Community Care,-27.3484093,153.0479581,QLD,social_facility,,,,,,,+61 7 3865 7611,,,,
,Warroo Hall,-33.334269,147.5897944,NSW,community_centre,,,,,,,,,,,
,Ocean Star Residential Care,-33.3503255,115.6217309,WA,social_facility,,assisted_living,senior,,,,,https://www.catholichomes.com/about-our-residential-care/our-residential-care-homes/ocean-star/,,,
,Corrimal Community Centre,-34.3755132,150.8982548,NSW,community_centre,,,,Short Street,,,,https://www.wollongong.nsw.gov.au/book-and-apply/book-a-space/community-centres-and-halls/community-centres-and-halls-listings/corrimal-district-library-and-community-centre,,,yes
,Beacon Community Resource Centre,-30.4496685,117.8652804,WA,community_centre,,,,,,,,https://beaconcrc.com.au/,,,
,City of Stirling Men's Shed,-31.8653174,115.8242663,WA,community_centre,,,,Vasto Place,,,+61 8 9205 7625,https://mensshedswa.org.au/find-a-shed/sheds/stirling-community-mens-shed/#map,,Mo-Fr 09:00-16:00,
,Mullalely Memorial Hall,-31.0973604,149.9122642,NSW,community_centre,,,,,,,,,,,
,Esperanto House,-33.891454,151.197482,NSW,,ngo,,,Lawson Street,Redfern,2016,+61 2 9319 4775,https://esperantohouse.org.au/,nsw@esperanto.org.au,We 10:00-20:00,no
,Curlewis Community Hall,-31.1171039,150.2669648,NSW,community_centre,,,,,,,,,,,
,Wandsworth Hall,-30.0649449,151.5180311,NSW,community_centre,,,,,,,,,,,
,Tent Hill Public Hall,-29.4289179,151.6472863,NSW,community_centre,,,,,,,,,,,
,Next Step,-30.5041485,151.6728542,NSW,social_facility,,,,,,,,,,,
,Elsmore Memorial Hall,-29.8027018,151.2748149,NSW,community_centre,,,,Elsmore Road,Elsmore,2360,,,,,
,Delungra Community Hall,-29.6543499,150.8283672,NSW,community_centre,,,,,,,,,,,
,,-29.8661586,150.5721869,NSW,community_centre,,,,,,,,,,,
,St.Jude's Disability Services,-31.9007337,116.0257826,WA,community_centre,,,,Clayton Street,,,,https://stjudes.com.au/,,,
,Nymagee Community Hall,-32.0651459,146.3148337,NSW,community_centre,,,,,,,,,,,
,Mount Hope Community Hall,-32.8382604,145.87887,NSW,community_centre,,,,,,,,,,,
,Wallanthery Hall,-33.3493939,145.8379552,NSW,community_centre,,,,,,,,,,,
,Wee Waa Men's Shed,-30.2161658,149.4507712,NSW,community_centre,,,,,,,,,,,
,Mount Druitt Ethnic Communities Association,-33.7665782,150.8231758,NSW,social_facility,,,,,,,,,,,
,Mission Australia,-33.7665266,150.8237813,NSW,social_facility,,,,,,,,,,,
,Tirkandi Inaburra Cultural and Development Centre,-34.7196912,145.9447627,VIC,community_centre,,,,,,,,https://www.tirkandi.org.au/,,,
,Wanneroo Youth Centre,-31.7579127,115.8061965,WA,community_centre,,,,,,,,,,,
,Moulamein Community Centre,-35.0909566,144.0345275,VIC,community_centre,,,,,,,,,,,
,Goodnight Community Hall,-34.946093,143.3399099,VIC,community_centre,,,,,,,,,,,
,Kyalite Community Hall,-34.9510733,143.4775055,VIC,community_centre,,,,,,,,,,,
,PCYC Walgett,-30.0281316,148.1158605,NSW,community_centre,,,,,,,,,,,
,Coolabah Hall,-31.0245832,146.7149194,NSW,community_centre,,,,,,,,,,,
,Renmark Scouts,-34.171004,140.7441636,SA,community_centre,,,,,,,,,,,
,Meals On Wheels,-34.1745087,140.7448846,SA,social_facility,,food_bank,underprivileged,,,,,,,,
,The Cadell Institute,-34.039457,139.7643053,SA,community_centre,,,,,,,,,,,
,Bower Hall,-34.1232133,139.3524426,SA,community_centre,,,,,,,,,,,
,Eudunda District Hall,-34.1708262,139.0842616,SA,community_centre,,,,,,,,,,,
,West Coast Homecare,-33.701984,136.4931826,SA,social_facility,,outreach,senior,,,,+61 8 8628 2870,,,,
,Street University,-33.9257636,150.9248835,NSW,community_centre,,,,,,,,,,,
,Rudall Soldiers Memorial Hall,-33.6895498,136.270574,SA,community_centre,,,,,,,,,,,
,The Salvation Army Liverpool,-33.9244371,150.9210518,NSW,social_facility,,,,,,,,,,,
,The Benevolent Society PHaMs,-30.5122112,151.6640189,NSW,social_facility,,outreach,,,,,,,,,
,Pathfinders,-30.5125588,151.6637895,NSW,social_facility,,outreach,,,,,,,,,
,Elliston Men's Shed,-33.6479339,134.8871201,SA,community_centre,,,,,,,,,,,
,Port Kenny Hall,-33.1672079,134.6847379,SA,community_centre,,,,,,,,,,,
,Chandada Memorial Hall,-32.7545725,134.6712193,SA,community_centre,,,,,,,,,,,
,Liverpool Community Centre,-33.929577,150.9200298,NSW,community_centre,,,,,,,,,,,
,West Coast Homecare,-34.2645665,135.7267889,SA,social_facility,,outreach,,,,,,,,,
,Cummins Men's Shed,-34.2632661,135.7282025,SA,community_centre,,,,,,,,,,,
,SACWA Ungarra Branch,-34.1809432,136.0485459,SA,community_centre,,,,,,,,,,,
,Port Neill Wart Memorial Hall,-34.1192873,136.3490662,SA,community_centre,,,,,,,,,,,
,Port Neill Men's Shed,-34.1169281,136.3482799,SA,community_centre,,,,,,,,,,,
,Primacy Care,-27.7158803,153.2014283,QLD,social_facility,,outreach,disabled,,,,,,,,yes
,3 Minds Qld,-27.7155682,153.1998788,QLD,social_facility,,outreach,,,,,,,,,yes
,Magnus Health,-27.7148185,153.2015094,QLD,community_centre,,,,,,,,,,,
,Community Care Beenleigh,-27.7136139,153.2011119,QLD,community_centre,,,,,,,,,,,limited
,accoras,-27.7148361,153.2015719,QLD,community_centre,,,,,,,,,,,
,Aspire Hub,-27.7146247,153.199754,QLD,community_centre,,,,,,,,,,,yes
,Cleve and Districts Men's Shed,-33.7085134,136.4949675,SA,community_centre,,,,,,,,,,,
,Therapy Alliance Group,-27.7154574,153.201321,QLD,social_facility,,outreach,disabled,,,,,,,,yes
,CPL,-27.7199547,153.2025875,QLD,community_centre,,,,,,,,,,Mo-Fr 08:30-16:30,yes
,Scout Hall,-31.4694934,152.7307509,NSW,community_centre,,,,,,,,,,,
,Salvation Army,-31.9492643,115.8232944,WA,,charity,,,Barker Road,Subiaco,6008,,,,,
,The Franklin Harbour War Memorial,-33.6846994,136.9258129,SA,community_centre,,,,,,,,,,,
,UQU Food Co-Op,-27.4970901,153.0151608,QLD,social_facility,,food_bank,student,,,,,,,"Mo,Tu,Th 10:00-14:00",yes
,Boatswain House,-32.7302716,148.1940686,NSW,community_centre,,,,Caswell Street,Peak Hill,2869,,,,,
,Kimba Men's Shed,-33.1342504,136.4148022,SA,community_centre,,,,,,,,,,,
,Peak Hill Local Aboriginal Land Council,-32.7247701,148.1909954,NSW,,charity,,,Caswell Street,Peak Hill,2869,,https://alc.org.au/land_council/peak-hill/,,,
,Braemar Presbyterian Care,-32.0466507,115.8152596,WA,social_facility,,nursing_home,senior,,,,,,,,
,Melville Recreation Centre,-32.0341458,115.795869,WA,community_centre,,,,,,,,,,,
,Booleroo Centre Community Centre,-32.8802985,138.3503997,SA,community_centre,,,,,,,,,,,
,Booleroo Steam and Tractor Preservation Society Inc.,-32.8812499,138.3566566,SA,community_centre,,,,,,,,,,,
,Institute,-32.8815968,138.350806,SA,community_centre,,,,,,,,,,,
,CWA Rest Room,-32.881718,138.3508102,SA,community_centre,,,,,,,,,,,
,Memorial Hall,-33.0507376,138.4261969,SA,community_centre,,,,Stacey Park Avenue,Appila,5480,,,,,
,Terowie Institute,-33.149301,138.9196875,SA,community_centre,,,,,,,,,,,
,Terowie Hall,-33.1494043,138.9196687,SA,community_centre,,,,,,,,,,,
,Yunta District Hall Inc.,-32.5807464,139.562619,SA,community_centre,,,,,,,,,,,
,Australian Unity Aboriginal Services South Tweed,-28.1986193,153.5432971,QLD,social_facility,,assisted_living,community,,,,,https://www.australianunity.com.au/assisted-living/aboriginal-home-care,,,
,Social Futures,-28.1990465,153.5441427,QLD,social_facility,,outreach,"disabled,mental_health",,,,,https://socialfutures.org.au/,,,
,St Mary's Hall,-28.2197213,152.0304607,QLD,community_centre,,,,,,,,,,,
,Wanaaring and District Soldiers Memorial Hall,-29.7042524,144.1494187,NSW,community_centre,,,,,,,,,,,
,Beenleigh Housing & Development Company,-27.7166775,153.2025931,QLD,social_facility,,outreach,,,,,,,,Mo-Fr 09:00-16:00; PH closed,no
,Bliss Disability Support Services,-27.716507,153.2024796,QLD,social_facility,,outreach,,,,,,,,,limited
,Lorne Mens Shed,-38.540917,143.9714632,VIC,community_centre,,,,,,,,,,,
,Menai Men's Shed,-34.0293668,150.99751,NSW,community_centre,,,,,,,,,,,
,St George Men's Shed,-33.9894144,151.1195853,NSW,community_centre,,,,,,,,,,,
,Hills Men's Shed,-33.7507242,151.0070559,NSW,community_centre,,,,,,,,,,,
,Strathfield Mens Shed,-33.8592117,151.0837483,NSW,community_centre,,,,Pomeroy Street,,,+61 2 9746 3372,http://www.strathfieldmensshed.org.au,webinq@strathfieldmensshed.org.au,We 10:00-16:00; Sa 10:00-16:00,
,Bankstown Men's Shed,-33.8914362,151.0164678,NSW,community_centre,,,,,,,+61 2 9738 1147,https://www.bankstown.nsw.gov.au/index.aspx?NID=1152,,,yes
,East Hills Men's Shed,-33.9741891,151.0189073,NSW,community_centre,,,,,,,,,,,
,Warragamba Men's Shed,-33.8873505,150.6047206,NSW,community_centre,,,,Eighteenth Street,,,,,,,
,Wyandra Hall,-27.2486058,145.9788542,QLD,community_centre,,,,,,,,,,,
,Vincent Men's Shed,-31.9270735,115.8565135,WA,community_centre,,,,,,,,,,,
,Afford,-27.7166113,153.2037257,QLD,community_centre,,,,,,,,,,,yes
,Holloways Beach Mens Shed,-16.8432165,145.7385617,QLD,community_centre,,,,,,,,,,,
,Glenbrook Girl Guides,-33.7633404,150.6197584,NSW,community_centre,,,,,,,,,,,
,Rosnel Hostel,-34.6495884,150.3131819,NSW,social_facility,,assisted_living,,,,,,,,,
,Bundanoon Country Women's Association,-34.6558006,150.3022411,NSW,community_centre,,,,,,,,https://www.facebook.com/pages/category/Community-Organization/Bundanoon-CWA-106353794177721/,,,
,Kensington Neighborhood House,-37.7932419,144.9278936,VIC,community_centre,,,,,,,,,,,
,Showgrounds Community Mens Shed,-31.9741452,115.7877861,WA,community_centre,,,,,,,+61 456 930 270,https://msclaremont.tidyhq.com/,,,
,Elston Lodge,-27.9856805,153.3919292,QLD,social_facility,,nursing_home,senior,Wardoo Street,Ashmore,4214,,,,,
,The Hub Kempsey,-31.0697101,152.8199826,NSW,community_centre,,,,River Street,,,,,,,
,60L Green Building,-37.8048686,144.9604199,VIC,,ngo,,,Leicester Street,Carlton,,,https://www.greenlivingpedia.org/60L_green_building,,,
,Parklands Cottage,-31.0639765,152.8178291,NSW,community_centre,,,,Jack Bond Crescent,,,,,,,
,Rokeby Neighbourhood Centre,-42.8958303,147.4313287,TAS,community_centre,,,,Tollard Drive,Rokeby,7019,,,,,
,Harry Redford Community Centre,-22.9706352,145.2445703,QLD,community_centre,,,,,,,,,,,
,Kempsey Neighbourhood Centre,-31.0779377,152.8323682,NSW,,charity,,,Kemp Street,,,,,,,
,Richmond Shire Community Youth Centre,-20.7273675,143.1381601,QLD,community_centre,,,,,,,,,,,
,Richmond QWCA,-20.7314098,143.1427078,QLD,community_centre,,,,,,,,,,,
,Walyalup Aboriginal Cultural Centre,-32.0555818,115.741064,WA,community_centre,,,,Captains Lane,,6160,,,,,
,Phoenix Lifestyle Support,-27.6289099,153.2973526,QLD,social_facility,,,disabled,Cypress Street,Redland Bay,4165,,https://www.phoenixlsa.org.au/,,,
,Berces Hartman Seniors Hall,-19.0003965,144.9819003,QLD,community_centre,,,,,,,,,,,
,Greenvale Town Hall,-19.0006288,144.9817774,QLD,community_centre,,,,,,,,,,,
,,-33.9747994,151.0889143,NSW,community_centre,,,,Godfrey Street,,,,,,,
,Alice River Scout Group,-19.3308221,146.603221,QLD,community_centre,,,,,,,,,,,
,Waterview Community Centre,-33.8209324,151.1507793,NSW,community_centre,,,,,,,,,,,
,The Mens Shed Collinsville,-20.5542948,147.8474395,QLD,community_centre,,,,,,,,,,,
,Mount Coolon Community Centre,-21.3862379,147.3433429,QLD,community_centre,,,,,,,,,,,
,Kirinari,-31.4292111,152.9105536,NSW,social_facility,,,,,,,,,,,
,Dundurrabin Community Centre,-30.1944177,152.5429269,NSW,community_centre,,,,Cross Street,Dundurrabin,2453,,,,,
,The Never Never Mind,-30.3401006,152.7128715,NSW,social_facility,,,,,,,,,,,
,Middlemount Youth Centre,-22.8131526,148.7075479,QLD,community_centre,,,,,,,,,,,
,Middlemount Community Hall,-22.8103727,148.7005274,QLD,community_centre,,,,,,,,,,,
,Blue Lagoon Christian Camp,-42.8619278,147.6149336,TAS,community_centre,,,,Bally Park Road,Dodges Ferry,7173,,,,,
,RSLA Memorial Hall,-24.1822907,149.8113087,QLD,community_centre,,,,,,,,,,,
,Southern Cross Care - Leighhardt Villa,-25.6383012,149.8038533,QLD,social_facility,,group_home,senior,,,,,,,,
,CentaCare,-33.345806,115.6403643,WA,community_centre,,,,,,,,,,,
,LiveBetter,-33.2770127,149.1004234,NSW,social_facility,,outreach,disabled,,,,,,,,
,Kids Inspired,-34.0343816,151.0709235,NSW,social_facility,,allied_health_and_creative_learning_centre,child,Oak Road,Kirrawee,2232,,https://www.kidsinspired.com.au/,info@kidsinspired.com.au,,
,Saint Ruth Public Hall,-27.3855923,151.2676977,QLD,community_centre,,,,,,,,,,,
,Millmerran Community Support Service,-27.8763064,151.269988,QLD,social_facility,,outreach,,,,,,,,,
,Millwood Hall,-28.0260558,151.2044774,QLD,community_centre,,,,,,,,,,,
,Anglicare,-26.4144306,153.0473924,QLD,social_facility,,ambulatory_care,,Eenie Creek Road,Noosaville,4566,,,,,
,Pleasant Hills Public Hall,-35.4654499,146.797353,VIC,community_centre,,,,,,,,,,,
,Harm Reduction Victoria,-37.8050942,144.9563683,VIC,,ngo,,,Peel Street,,,,https://www.hrvic.org.au/,,,
,Vinnies Night Patrol Kitchen,-35.3516322,149.0888111,ACT,social_facility,,distribution_centre,homeless,,,,+61 2 6234 7307,https://www.vinnies.org.au/act-surrounds/find-help/food-housing-clothing-act-surrounds/night-patrol/,,,
